ID,Game ID,Date,Season,Minute,Opponent,Play Type,Shot Attempt,Shot Distance,Shot Outcome,xG,Number of Passes,Second Chance,Play Context,Location on Field,Outcome,Success,Win Impact,Assist Type,Final Third Entry,Play Speed,Player Involvement,Phase of Match
3547,643,2009-10-13,2010,40,Blue Sharks,Corner,Yes,29,On Target,0.18,3,No,Open Play,Central inside box,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Winger,Middle
3548,643,2009-10-13,2010,30,Blue Sharks,Corner,Yes,25,Goal,0.18,2,Yes,Open Play,Left wing close to box,Goal,Yes,3,None,No,Quick Attack,Defender,Early
3549,643,2009-10-13,2010,50,Blue Sharks,Corner,Yes,11,Missed,0.32,2,Yes,Fast Break,Left wing midfield,Turnover,No,-1,Cutback,No,Quick Attack,Midfielder,Middle
3550,643,2009-10-13,2010,51,Blue Sharks,Corner,Yes,26,Saved by GK,0.1,1,Yes,Fast Break,Right wing outside box,Turnover,No,-1,Cutback,Yes,Slow Build-up,Midfielder,Middle
3551,643,2009-10-13,2010,85,Blue Sharks,Pass Sequence,No,,,0.0,8,No,Set Piece,Left wing close to box,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Winger,Late
3552,644,2009-10-19,2010,84,Green Dragons,Corner,Yes,13,Goal,0.28,3,No,Fast Break,Right wing inside box,Goal,Yes,3,Cutback,No,Quick Attack,Winger,Late
3553,644,2009-10-19,2010,86,Green Dragons,Counterattack,Yes,22,On Target,0.05,3,Yes,Set Piece,Left wing midfield,Saved by GK,Yes,2,None,No,Slow Build-up,Midfielder,Late
3554,644,2009-10-19,2010,86,Green Dragons,Free Kick,Yes,21,On Target,0.05,2,Yes,Set Piece,Right wing close to box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Striker,Late
3555,644,2009-10-19,2010,83,Green Dragons,Pass Sequence,No,,,0.0,1,Yes,Open Play,Right wing close to box,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Striker,Late
3556,644,2009-10-19,2010,62,Green Dragons,Shot Attempt,Yes,23,Goal,0.09,3,No,Set Piece,Central midfield,Goal,Yes,3,None,No,Slow Build-up,Defender,Late
3557,644,2009-10-19,2010,88,Green Dragons,Free Kick,Yes,30,Goal,0.2,3,No,Open Play,Right wing inside box,Goal,Yes,3,Cross,No,Quick Attack,Striker,Late
3558,645,2009-10-22,2010,24,Purple Panthers,Free Kick,Yes,25,On Target,0.1,2,No,Set Piece,Right wing outside box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Defender,Early
3559,645,2009-10-22,2010,25,Purple Panthers,Counterattack,Yes,23,Saved by GK,0.12,2,Yes,Open Play,Right wing outside box,Goal,No,3,Through Ball,No,Quick Attack,Midfielder,Early
3560,645,2009-10-22,2010,31,Purple Panthers,Counterattack,Yes,6,On Target,0.67,2,Yes,Open Play,Right wing inside box,Saved by GK,Yes,2,Through Ball,Yes,Slow Build-up,Striker,Middle
3561,645,2009-10-22,2010,49,Purple Panthers,Shot Attempt,Yes,12,Saved by GK,0.17,1,No,Open Play,Right wing inside box,Turnover,No,-1,None,No,Quick Attack,Defender,Middle
3562,645,2009-10-22,2010,20,Purple Panthers,Corner,Yes,11,Goal,0.38,3,No,Open Play,Right wing outside box,Goal,Yes,3,None,No,Quick Attack,Striker,Early
3563,646,2009-11-01,2010,51,Orange Tigers,Pass Sequence,No,,,0.0,7,Yes,Open Play,Central midfield,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Striker,Middle
3564,646,2009-11-01,2010,35,Orange Tigers,Pass Sequence,No,,,0.0,2,No,Fast Break,Left wing close to box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Midfielder,Middle
3565,646,2009-11-01,2010,14,Orange Tigers,Corner,Yes,23,On Target,0.11,1,No,Fast Break,Central inside box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Striker,Early
3566,646,2009-11-01,2010,20,Orange Tigers,Counterattack,Yes,24,Missed,0.05,3,No,Fast Break,Right wing midfield,Turnover,No,-1,Cutback,No,Slow Build-up,Midfielder,Early
3567,646,2009-11-01,2010,33,Orange Tigers,Counterattack,Yes,19,On Target,0.29,3,No,Fast Break,Right wing close to box,Saved by GK,Yes,2,Through Ball,Yes,Slow Build-up,Winger,Middle
3568,646,2009-11-01,2010,65,Orange Tigers,Counterattack,Yes,27,Missed,0.05,1,No,Open Play,Right wing outside box,Turnover,No,-1,Cutback,No,Slow Build-up,Winger,Late
3569,647,2009-11-05,2010,15,Red Bulls,Counterattack,Yes,29,Missed,0.11,1,Yes,Open Play,Right wing outside box,Turnover,No,-1,Through Ball,No,Quick Attack,Winger,Early
3570,647,2009-11-05,2010,3,Red Bulls,Corner,Yes,10,Missed,0.68,2,No,Fast Break,Right wing close to box,Turnover,No,-1,None,Yes,Slow Build-up,Striker,Early
3571,647,2009-11-05,2010,54,Red Bulls,Shot Attempt,Yes,6,On Target,0.6,1,Yes,Fast Break,Central outside box,Saved by GK,Yes,2,Cutback,No,Quick Attack,Defender,Middle
3572,647,2009-11-05,2010,69,Red Bulls,Pass Sequence,No,,,0.0,4,Yes,Fast Break,Left wing close to box,Retained Possession,Yes,1,None,No,Quick Attack,Striker,Late
3573,647,2009-11-05,2010,31,Red Bulls,Free Kick,Yes,30,Goal,0.05,2,Yes,Set Piece,Central midfield,Goal,Yes,3,Cutback,No,Slow Build-up,Striker,Middle
3574,648,2009-11-11,2010,88,Black Knights,Corner,Yes,7,On Target,0.43,1,No,Open Play,Left wing midfield,Saved by GK,Yes,2,None,Yes,Quick Attack,Defender,Late
3575,648,2009-11-11,2010,69,Black Knights,Corner,Yes,6,Goal,0.59,2,Yes,Fast Break,Central midfield,Goal,Yes,3,None,No,Slow Build-up,Striker,Late
3576,648,2009-11-11,2010,55,Black Knights,Free Kick,Yes,28,Saved by GK,0.06,2,No,Fast Break,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Defender,Middle
3577,648,2009-11-11,2010,7,Black Knights,Corner,Yes,5,On Target,0.62,3,No,Fast Break,Left wing inside box,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Defender,Early
3578,648,2009-11-11,2010,63,Black Knights,Corner,Yes,27,On Target,0.16,1,No,Open Play,Central inside box,Saved by GK,Yes,2,Cross,Yes,Quick Attack,Striker,Late
3579,648,2009-11-11,2010,47,Black Knights,Pass Sequence,No,,,0.0,7,Yes,Set Piece,Right wing outside box,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Winger,Middle
3580,649,2009-11-25,2010,82,White Eagles,Free Kick,Yes,18,On Target,0.29,1,No,Fast Break,Right wing outside box,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Striker,Late
3581,649,2009-11-25,2010,77,White Eagles,Corner,Yes,6,Goal,0.4,2,Yes,Open Play,Right wing inside box,Goal,Yes,3,Cross,Yes,Slow Build-up,Defender,Late
3582,649,2009-11-25,2010,90,White Eagles,Free Kick,Yes,6,On Target,0.57,3,Yes,Set Piece,Right wing midfield,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Winger,Late
3583,649,2009-11-25,2010,34,White Eagles,Counterattack,Yes,27,On Target,0.09,1,Yes,Open Play,Right wing midfield,Saved by GK,Yes,2,None,Yes,Quick Attack,Winger,Middle
3584,649,2009-11-25,2010,83,White Eagles,Shot Attempt,Yes,20,Saved by GK,0.28,1,No,Open Play,Left wing outside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Midfielder,Late
3585,649,2009-11-25,2010,61,White Eagles,Shot Attempt,Yes,5,Missed,0.58,1,Yes,Set Piece,Right wing outside box,Turnover,No,-1,Cross,No,Quick Attack,Midfielder,Late
3586,650,2009-12-01,2010,36,Yellow Jackets,Counterattack,Yes,13,Missed,0.13,1,No,Fast Break,Left wing midfield,Turnover,No,-1,Through Ball,No,Slow Build-up,Midfielder,Middle
3587,650,2009-12-01,2010,71,Yellow Jackets,Pass Sequence,No,,,0.0,8,Yes,Open Play,Right wing outside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Winger,Late
3588,650,2009-12-01,2010,89,Yellow Jackets,Shot Attempt,Yes,29,On Target,0.16,1,No,Fast Break,Left wing inside box,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Midfielder,Late
3589,650,2009-12-01,2010,67,Yellow Jackets,Free Kick,Yes,10,On Target,0.62,3,No,Fast Break,Left wing inside box,Saved by GK,Yes,2,Cross,No,Quick Attack,Defender,Late
3590,650,2009-12-01,2010,21,Yellow Jackets,Shot Attempt,Yes,21,Saved by GK,0.16,2,Yes,Fast Break,Central inside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Defender,Early
3591,651,2009-12-05,2010,26,Maroon Stallions,Pass Sequence,No,,,0.0,7,No,Set Piece,Central inside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Midfielder,Early
3592,651,2009-12-05,2010,18,Maroon Stallions,Free Kick,Yes,28,Goal,0.2,1,No,Open Play,Right wing inside box,Goal,Yes,3,Through Ball,No,Slow Build-up,Defender,Early
3593,651,2009-12-05,2010,90,Maroon Stallions,Corner,Yes,21,Saved by GK,0.08,2,Yes,Open Play,Left wing midfield,Saved by GK,Yes,2,None,Yes,Slow Build-up,Midfielder,Late
3594,651,2009-12-05,2010,65,Maroon Stallions,Counterattack,Yes,22,Goal,0.17,3,Yes,Fast Break,Left wing outside box,Goal,Yes,3,Through Ball,No,Slow Build-up,Winger,Late
3595,651,2009-12-05,2010,25,Maroon Stallions,Free Kick,Yes,30,Saved by GK,0.09,2,No,Open Play,Left wing inside box,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Midfielder,Early
3596,652,2009-12-16,2010,70,Navy Seals,Counterattack,Yes,30,On Target,0.17,2,No,Open Play,Left wing close to box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Striker,Late
3597,652,2009-12-16,2010,58,Navy Seals,Pass Sequence,No,,,0.0,7,Yes,Fast Break,Central midfield,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Middle
3598,652,2009-12-16,2010,5,Navy Seals,Free Kick,Yes,26,Missed,0.13,1,Yes,Open Play,Central midfield,Turnover,No,-1,Cross,No,Quick Attack,Winger,Early
3599,652,2009-12-16,2010,89,Navy Seals,Counterattack,Yes,20,On Target,0.31,1,Yes,Open Play,Central midfield,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Defender,Late
3600,652,2009-12-16,2010,77,Navy Seals,Shot Attempt,Yes,25,Saved by GK,0.19,2,Yes,Fast Break,Left wing close to box,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Midfielder,Late
3601,653,2009-12-22,2010,22,Forest Rangers,Corner,Yes,21,Goal,0.15,3,No,Open Play,Right wing midfield,Goal,Yes,3,None,Yes,Quick Attack,Defender,Early
3602,653,2009-12-22,2010,13,Forest Rangers,Shot Attempt,Yes,24,Missed,0.19,1,No,Open Play,Left wing outside box,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Winger,Early
3603,653,2009-12-22,2010,34,Forest Rangers,Shot Attempt,Yes,11,Saved by GK,0.14,1,Yes,Open Play,Central midfield,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Midfielder,Middle
3604,653,2009-12-22,2010,10,Forest Rangers,Corner,Yes,7,Goal,0.64,1,No,Fast Break,Left wing outside box,Goal,Yes,3,None,No,Slow Build-up,Winger,Early
3605,653,2009-12-22,2010,49,Forest Rangers,Corner,Yes,27,On Target,0.08,3,Yes,Fast Break,Central inside box,Saved by GK,Yes,2,None,No,Slow Build-up,Defender,Middle
3606,653,2009-12-22,2010,22,Forest Rangers,Corner,Yes,7,Missed,0.43,1,No,Set Piece,Left wing close to box,Turnover,No,-1,Through Ball,No,Slow Build-up,Striker,Early
3607,654,2009-12-23,2010,8,Thunder FC,Counterattack,Yes,26,Missed,0.07,1,No,Fast Break,Central outside box,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Midfielder,Early
3608,654,2009-12-23,2010,32,Thunder FC,Counterattack,Yes,20,On Target,0.26,3,Yes,Open Play,Right wing midfield,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Defender,Middle
3609,654,2009-12-23,2010,28,Thunder FC,Pass Sequence,No,,,0.0,5,Yes,Set Piece,Right wing outside box,Retained Possession,Yes,1,Cross,No,Quick Attack,Defender,Early
3610,654,2009-12-23,2010,12,Thunder FC,Corner,Yes,23,Goal,0.05,2,Yes,Open Play,Central inside box,Goal,Yes,3,None,Yes,Slow Build-up,Midfielder,Early
3611,654,2009-12-23,2010,42,Thunder FC,Pass Sequence,No,,,0.0,4,No,Fast Break,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Striker,Middle
3612,655,2009-12-24,2010,85,Phoenix United,Free Kick,Yes,6,Missed,0.41,3,Yes,Fast Break,Right wing inside box,Turnover,No,-1,None,Yes,Slow Build-up,Defender,Late
3613,655,2009-12-24,2010,79,Phoenix United,Free Kick,Yes,7,Missed,0.64,1,No,Set Piece,Left wing inside box,Turnover,No,-1,Through Ball,Yes,Quick Attack,Winger,Late
3614,655,2009-12-24,2010,47,Phoenix United,Pass Sequence,No,,,0.0,1,No,Fast Break,Left wing outside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Midfielder,Middle
3615,655,2009-12-24,2010,47,Phoenix United,Pass Sequence,No,,,0.0,2,No,Fast Break,Left wing inside box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Striker,Middle
3616,655,2009-12-24,2010,5,Phoenix United,Shot Attempt,Yes,23,On Target,0.11,1,No,Open Play,Central inside box,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Striker,Early
3617,656,2010-01-01,2010,29,Storm Rovers,Counterattack,Yes,5,Saved by GK,0.53,1,Yes,Set Piece,Central inside box,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Winger,Early
3618,656,2010-01-01,2010,73,Storm Rovers,Free Kick,Yes,18,On Target,0.17,3,Yes,Open Play,Central midfield,Saved by GK,Yes,2,Cross,No,Slow Build-up,Winger,Late
3619,656,2010-01-01,2010,26,Storm Rovers,Counterattack,Yes,24,Goal,0.14,3,Yes,Fast Break,Central inside box,Goal,Yes,3,None,No,Quick Attack,Defender,Early
3620,656,2010-01-01,2010,19,Storm Rovers,Free Kick,Yes,20,On Target,0.11,3,No,Set Piece,Right wing midfield,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Defender,Early
3621,656,2010-01-01,2010,47,Storm Rovers,Pass Sequence,No,,,0.0,1,Yes,Fast Break,Right wing inside box,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Defender,Middle
3622,657,2010-01-08,2010,83,Eagle City,Counterattack,Yes,6,Goal,0.55,3,Yes,Open Play,Left wing outside box,Goal,Yes,3,Cross,Yes,Quick Attack,Defender,Late
3623,657,2010-01-08,2010,45,Eagle City,Pass Sequence,No,,,0.0,1,No,Fast Break,Central inside box,Retained Possession,Yes,1,None,No,Slow Build-up,Striker,Middle
3624,657,2010-01-08,2010,59,Eagle City,Shot Attempt,Yes,8,Missed,0.52,2,No,Fast Break,Right wing outside box,Turnover,No,-1,None,No,Slow Build-up,Striker,Middle
3625,657,2010-01-08,2010,51,Eagle City,Counterattack,Yes,26,Missed,0.15,3,No,Open Play,Left wing close to box,Turnover,No,-1,Through Ball,No,Slow Build-up,Defender,Middle
3626,657,2010-01-08,2010,22,Eagle City,Pass Sequence,No,,,0.0,3,Yes,Set Piece,Right wing midfield,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Midfielder,Early
3627,657,2010-01-08,2010,50,Eagle City,Shot Attempt,Yes,12,On Target,0.25,2,Yes,Set Piece,Right wing inside box,Saved by GK,Yes,2,Cross,No,Quick Attack,Defender,Middle
3628,658,2010-01-10,2010,44,Lightning Athletic,Counterattack,Yes,7,On Target,0.51,2,No,Open Play,Right wing midfield,Saved by GK,Yes,2,None,Yes,Quick Attack,Striker,Middle
3629,658,2010-01-10,2010,55,Lightning Athletic,Corner,Yes,16,On Target,0.24,2,No,Set Piece,Left wing inside box,Saved by GK,Yes,2,Through Ball,Yes,Slow Build-up,Midfielder,Middle
3630,658,2010-01-10,2010,53,Lightning Athletic,Pass Sequence,No,,,0.0,1,Yes,Fast Break,Right wing midfield,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Middle
3631,658,2010-01-10,2010,83,Lightning Athletic,Corner,Yes,8,On Target,0.61,3,No,Set Piece,Central inside box,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Striker,Late
3632,658,2010-01-10,2010,57,Lightning Athletic,Shot Attempt,Yes,8,Saved by GK,0.42,2,Yes,Open Play,Left wing inside box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Midfielder,Middle
3633,658,2010-01-10,2010,85,Lightning Athletic,Pass Sequence,No,,,0.0,4,No,Fast Break,Central outside box,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Midfielder,Late
3634,659,2010-01-25,2010,74,Firestorm FC,Shot Attempt,Yes,14,Goal,0.25,2,Yes,Open Play,Central midfield,Goal,Yes,3,Cross,No,Quick Attack,Winger,Late
3635,659,2010-01-25,2010,71,Firestorm FC,Shot Attempt,Yes,22,Missed,0.13,2,Yes,Fast Break,Left wing outside box,Turnover,No,-1,Cross,No,Quick Attack,Striker,Late
3636,659,2010-01-25,2010,70,Firestorm FC,Counterattack,Yes,30,Saved by GK,0.15,2,No,Open Play,Left wing inside box,Goal,No,3,Through Ball,No,Slow Build-up,Winger,Late
3637,659,2010-01-25,2010,53,Firestorm FC,Free Kick,Yes,17,On Target,0.24,2,No,Open Play,Right wing outside box,Saved by GK,Yes,2,None,No,Slow Build-up,Striker,Middle
3638,659,2010-01-25,2010,88,Firestorm FC,Pass Sequence,No,,,0.0,5,Yes,Fast Break,Left wing close to box,Retained Possession,Yes,1,Cross,No,Slow Build-up,Striker,Late
3639,660,2010-01-27,2010,66,Crimson Wolves,Free Kick,Yes,8,Goal,0.44,2,No,Open Play,Right wing inside box,Goal,Yes,3,Cross,Yes,Slow Build-up,Winger,Late
3640,660,2010-01-27,2010,19,Crimson Wolves,Pass Sequence,No,,,0.0,4,Yes,Fast Break,Right wing midfield,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Striker,Early
3641,660,2010-01-27,2010,73,Crimson Wolves,Corner,Yes,6,On Target,0.46,1,Yes,Set Piece,Left wing outside box,Saved by GK,Yes,2,None,No,Slow Build-up,Midfielder,Late
3642,660,2010-01-27,2010,2,Crimson Wolves,Corner,Yes,12,Goal,0.17,3,No,Open Play,Central outside box,Goal,Yes,3,Through Ball,No,Slow Build-up,Defender,Early
3643,660,2010-01-27,2010,76,Crimson Wolves,Counterattack,Yes,27,Goal,0.14,3,Yes,Fast Break,Central inside box,Goal,Yes,3,Cutback,Yes,Slow Build-up,Striker,Late
3644,661,2010-02-10,2010,5,Golden Lions,Corner,Yes,16,Saved by GK,0.19,2,No,Fast Break,Right wing inside box,Goal,No,3,Through Ball,Yes,Slow Build-up,Midfielder,Early
3645,661,2010-02-10,2010,66,Golden Lions,Free Kick,Yes,30,Saved by GK,0.12,3,No,Open Play,Central outside box,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Defender,Late
3646,661,2010-02-10,2010,78,Golden Lions,Shot Attempt,Yes,24,Saved by GK,0.14,3,No,Open Play,Central midfield,Turnover,No,-1,Cross,No,Quick Attack,Midfielder,Late
3647,661,2010-02-10,2010,34,Golden Lions,Counterattack,Yes,20,Goal,0.16,3,Yes,Fast Break,Right wing close to box,Goal,Yes,3,None,No,Slow Build-up,Defender,Middle
3648,661,2010-02-10,2010,42,Golden Lions,Pass Sequence,No,,,0.0,5,Yes,Fast Break,Left wing outside box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Defender,Middle
3649,661,2010-02-10,2010,51,Golden Lions,Corner,Yes,25,Missed,0.07,3,No,Set Piece,Right wing midfield,Turnover,No,-1,None,No,Quick Attack,Winger,Middle
3650,662,2010-02-13,2010,75,Silver Hawks,Pass Sequence,No,,,0.0,8,Yes,Open Play,Right wing close to box,Retained Possession,Yes,1,Cutback,Yes,Quick Attack,Defender,Late
3651,662,2010-02-13,2010,31,Silver Hawks,Free Kick,Yes,13,Missed,0.24,3,Yes,Open Play,Left wing outside box,Turnover,No,-1,None,No,Quick Attack,Winger,Middle
3652,662,2010-02-13,2010,10,Silver Hawks,Counterattack,Yes,16,Saved by GK,0.31,2,Yes,Set Piece,Central outside box,Goal,No,3,None,No,Slow Build-up,Defender,Early
3653,662,2010-02-13,2010,22,Silver Hawks,Pass Sequence,No,,,0.0,8,Yes,Set Piece,Left wing midfield,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Winger,Early
3654,662,2010-02-13,2010,16,Silver Hawks,Shot Attempt,Yes,15,On Target,0.34,2,No,Set Piece,Left wing outside box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Winger,Early
3655,663,2010-02-14,2010,52,Blue Sharks,Free Kick,Yes,12,Saved by GK,0.29,1,Yes,Fast Break,Right wing close to box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Striker,Middle
3656,663,2010-02-14,2010,39,Blue Sharks,Corner,Yes,26,On Target,0.12,3,Yes,Set Piece,Right wing outside box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Winger,Middle
3657,663,2010-02-14,2010,9,Blue Sharks,Corner,Yes,26,Goal,0.16,3,Yes,Set Piece,Right wing inside box,Goal,Yes,3,Through Ball,Yes,Quick Attack,Defender,Early
3658,663,2010-02-14,2010,9,Blue Sharks,Free Kick,Yes,11,On Target,0.31,1,No,Open Play,Central midfield,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Midfielder,Early
3659,663,2010-02-14,2010,89,Blue Sharks,Pass Sequence,No,,,0.0,2,Yes,Set Piece,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Winger,Late
3660,664,2010-02-15,2010,1,Green Dragons,Counterattack,Yes,5,Missed,0.48,1,Yes,Set Piece,Right wing inside box,Turnover,No,-1,Through Ball,No,Slow Build-up,Midfielder,Early
3661,664,2010-02-15,2010,62,Green Dragons,Counterattack,Yes,22,Saved by GK,0.13,1,Yes,Open Play,Left wing midfield,Turnover,No,-1,Cross,No,Quick Attack,Striker,Late
3662,664,2010-02-15,2010,47,Green Dragons,Shot Attempt,Yes,11,Missed,0.21,3,Yes,Open Play,Left wing inside box,Turnover,No,-1,None,Yes,Slow Build-up,Defender,Middle
3663,664,2010-02-15,2010,9,Green Dragons,Free Kick,Yes,6,Missed,0.47,2,Yes,Fast Break,Left wing midfield,Turnover,No,-1,Through Ball,No,Quick Attack,Midfielder,Early
3664,664,2010-02-15,2010,66,Green Dragons,Free Kick,Yes,14,Goal,0.24,2,No,Fast Break,Right wing midfield,Goal,Yes,3,None,Yes,Slow Build-up,Striker,Late
3665,664,2010-02-15,2010,32,Green Dragons,Corner,Yes,7,Saved by GK,0.54,1,Yes,Fast Break,Right wing midfield,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Midfielder,Middle
3666,665,2010-02-17,2010,72,Purple Panthers,Counterattack,Yes,30,Missed,0.17,3,Yes,Set Piece,Central midfield,Turnover,No,-1,Cutback,Yes,Slow Build-up,Midfielder,Late
3667,665,2010-02-17,2010,54,Purple Panthers,Corner,Yes,21,Missed,0.09,1,Yes,Set Piece,Left wing inside box,Turnover,No,-1,Cutback,No,Quick Attack,Striker,Middle
3668,665,2010-02-17,2010,44,Purple Panthers,Free Kick,Yes,30,Missed,0.08,1,No,Set Piece,Right wing midfield,Turnover,No,-1,None,Yes,Slow Build-up,Defender,Middle
3669,665,2010-02-17,2010,63,Purple Panthers,Pass Sequence,No,,,0.0,2,No,Fast Break,Central outside box,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Winger,Late
3670,665,2010-02-17,2010,57,Purple Panthers,Pass Sequence,No,,,0.0,3,Yes,Fast Break,Left wing outside box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Defender,Middle
3671,666,2010-02-28,2010,65,Orange Tigers,Shot Attempt,Yes,17,Missed,0.16,2,No,Fast Break,Central outside box,Turnover,No,-1,Through Ball,Yes,Quick Attack,Defender,Late
3672,666,2010-02-28,2010,59,Orange Tigers,Free Kick,Yes,5,Saved by GK,0.69,1,No,Fast Break,Central outside box,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Winger,Middle
3673,666,2010-02-28,2010,61,Orange Tigers,Shot Attempt,Yes,7,Saved by GK,0.58,2,Yes,Set Piece,Central midfield,Turnover,No,-1,Cross,No,Slow Build-up,Defender,Late
3674,666,2010-02-28,2010,11,Orange Tigers,Corner,Yes,13,On Target,0.17,2,No,Set Piece,Left wing midfield,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Winger,Early
3675,666,2010-02-28,2010,65,Orange Tigers,Counterattack,Yes,18,Goal,0.26,3,Yes,Set Piece,Right wing inside box,Goal,Yes,3,Cutback,Yes,Quick Attack,Defender,Late
3676,666,2010-02-28,2010,5,Orange Tigers,Shot Attempt,Yes,9,On Target,0.48,1,Yes,Set Piece,Central midfield,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Striker,Early
3677,667,2010-03-05,2010,67,Red Bulls,Counterattack,Yes,24,On Target,0.17,3,Yes,Set Piece,Central outside box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Defender,Late
3678,667,2010-03-05,2010,27,Red Bulls,Counterattack,Yes,23,On Target,0.05,3,Yes,Set Piece,Left wing outside box,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Midfielder,Early
3679,667,2010-03-05,2010,56,Red Bulls,Corner,Yes,22,Goal,0.13,2,No,Set Piece,Central outside box,Goal,Yes,3,None,No,Quick Attack,Defender,Middle
3680,667,2010-03-05,2010,1,Red Bulls,Free Kick,Yes,28,Missed,0.14,1,Yes,Open Play,Left wing inside box,Turnover,No,-1,Cutback,Yes,Quick Attack,Defender,Early
3681,667,2010-03-05,2010,47,Red Bulls,Corner,Yes,14,Missed,0.21,1,Yes,Set Piece,Right wing outside box,Turnover,No,-1,Through Ball,No,Slow Build-up,Winger,Middle
3682,667,2010-03-05,2010,61,Red Bulls,Shot Attempt,Yes,21,Saved by GK,0.08,1,Yes,Open Play,Right wing close to box,Saved by GK,Yes,2,None,No,Slow Build-up,Striker,Late
3683,668,2010-03-16,2010,41,Black Knights,Free Kick,Yes,11,On Target,0.13,3,No,Open Play,Central inside box,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Defender,Middle
3684,668,2010-03-16,2010,87,Black Knights,Pass Sequence,No,,,0.0,6,Yes,Open Play,Left wing midfield,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Midfielder,Late
3685,668,2010-03-16,2010,38,Black Knights,Shot Attempt,Yes,27,On Target,0.11,2,Yes,Fast Break,Central outside box,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Defender,Middle
3686,668,2010-03-16,2010,80,Black Knights,Free Kick,Yes,15,Saved by GK,0.2,2,No,Set Piece,Central inside box,Saved by GK,Yes,2,Cross,No,Quick Attack,Defender,Late
3687,668,2010-03-16,2010,3,Black Knights,Shot Attempt,Yes,11,Missed,0.36,3,Yes,Fast Break,Right wing inside box,Turnover,No,-1,Through Ball,No,Slow Build-up,Striker,Early
3688,668,2010-03-16,2010,70,Black Knights,Pass Sequence,No,,,0.0,8,No,Fast Break,Right wing midfield,Retained Possession,Yes,1,None,No,Quick Attack,Winger,Late
3689,669,2010-03-21,2010,25,White Eagles,Free Kick,Yes,12,On Target,0.26,2,No,Open Play,Left wing inside box,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Defender,Early
